,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Age,Gender_mapped
12,0.8,0.8,0.8,0.2,0.2,0.6000000000000001,0.4,0.2,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.4,0.6000000000000001,0.2,0.2,1.0,0.6000000000000001,0.8,0.2,1.0,0.6000000000000001,0.8,0.6000000000000001,0.4,0.6000000000000001,0.4,0.8,0.2,0.4,0.8,0.0
13,0.4,0.4,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.2,0.8,0.2,1.0,0.2,0.2,0.2,0.6000000000000001,0.2,1.0,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.2,1.0,1.0,0.4,0.6000000000000001,1.0,0.8,1.0,0.6333333333333333,0.0
14,0.4,1.0,0.2,0.2,0.2,0.8,0.4,0.6000000000000001,0.4,0.2,0.8,0.2,0.6000000000000001,0.2,0.2,0.2,0.8,0.4,0.6000000000000001,0.2,0.2,1.0,0.6000000000000001,0.2,1.0,1.0,1.0,0.4,0.8,1.0,0.2,1.0,0.7333333333333333,0.0
15,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.6000000000000001,1.0,0.4,0.6000000000000001,0.6000000000000001,0.8,0.4,0.8,1.0,0.6000000000000001,0.2,1.0,0.2,1.0,0.4,1.0,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.2,0.6,0.5
16,0.2,0.2,0.2,0.2,0.2,1.0,0.4,0.2,0.8,0.2,0.2,0.2,0.6000000000000001,1.0,0.2,0.2,0.2,0.4,1.0,0.4,0.4,0.2,1.0,0.2,0.2,0.6000000000000001,0.8,0.4,0.2,1.0,0.8,1.0,0.6333333333333333,0.0
17,0.6000000000000001,0.4,0.4,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,1.0,1.0,0.8,0.4,0.4,0.6000000000000001,0.2,0.2,0.2,0.2,1.0,0.6000000000000001,0.2,0.4,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.2,1.0,0.6666666666666666,0.0
18,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.8,0.4,0.2,0.4,0.2,0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,0.4,1.0,0.2,0.6000000000000001,0.2,0.8,0.6,0.5
19,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,1.0,0.8,0.4,0.2,0.6000000000000001,0.8,0.8,0.4,0.2,0.8,0.4,0.2,0.8,0.2,1.0,0.2,0.8,0.4,0.2,0.6000000000000001,0.6000000000000001,0.8,0.4,1.0,0.6000000000000001,0.2,0.6,0.5
20,1.0,0.6000000000000001,0.8,0.4,0.6000000000000001,1.0,0.8,0.4,0.8,0.8,0.6000000000000001,0.6000000000000001,0.8,0.8,0.4,1.0,0.4,0.2,1.0,0.2,1.0,0.6000000000000001,1.0,1.0,0.4,0.4,0.2,1.0,0.4,0.8,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.5
21,0.8,0.8,0.8,0.6000000000000001,0.2,1.0,1.0,1.0,0.6000000000000001,0.2,0.2,1.0,0.8,0.4,0.2,0.2,0.4,0.2,0.8,0.2,0.4,0.8,1.0,0.6000000000000001,0.6000000000000001,0.2,0.2,1.0,0.8,1.0,1.0,1.0,0.8,0.5
22,0.6000000000000001,0.8,0.4,0.2,0.2,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,0.2,0.8,0.8,0.6000000000000001,0.4,0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.4,1.0,0.4,1.0,0.7333333333333333,0.0
23,0.4,0.4,0.6000000000000001,0.4,0.6000000000000001,0.8,0.6000000000000001,0.4,1.0,1.0,1.0,0.6000000000000001,0.8,0.8,0.4,0.6000000000000001,0.4,0.4,0.6000000000000001,1.0,1.0,0.6000000000000001,0.4,0.8,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,1.0,1.0,0.6000000000000001,1.0,0.6666666666666666,0.0
24,0.8,1.0,1.0,0.4,0.2,1.0,0.8,0.4,0.6000000000000001,0.4,0.8,0.8,1.0,0.8,1.0,0.6000000000000001,0.8,0.4,1.0,1.0,0.8,0.6000000000000001,0.8,1.0,0.6000000000000001,0.8,1.0,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6333333333333333,0.0
25,0.4,0.4,0.2,0.6000000000000001,0.2,1.0,0.4,1.0,0.2,0.2,0.8,0.4,1.0,0.2,0.6000000000000001,0.2,0.4,0.2,0.4,0.8,0.2,0.2,0.6000000000000001,0.8,0.2,1.0,1.0,0.2,0.6000000000000001,1.0,0.2,0.6000000000000001,0.6666666666666666,0.0
26,0.6000000000000001,0.6000000000000001,0.2,0.4,0.6000000000000001,1.0,0.4,0.2,1.0,1.0,0.8,0.6000000000000001,0.6000000000000001,0.4,0.2,0.8,0.4,0.8,1.0,0.6000000000000001,0.4,0.4,0.8,1.0,1.0,0.8,0.8,0.6000000000000001,0.2,0.8,0.8,1.0,0.7333333333333333,0.0
27,0.4,0.4,0.6000000000000001,0.2,0.6000000000000001,0.8,0.4,0.4,1.0,1.0,0.4,0.4,0.8,0.8,0.2,0.2,0.4,0.0,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.8,0.4,0.4,1.0,0.4,0.2,0.8,0.4,1.0,0.6333333333333333,0.0
28,1.0,0.2,0.2,0.2,0.4,1.0,0.4,0.2,0.2,0.2,0.2,0.8,0.8,0.4,0.6000000000000001,1.0,0.2,0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,1.0,1.0,0.2,0.6000000000000001,1.0,0.6000000000000001,0.2,1.0,0.8,0.6000000000000001,0.6666666666666666,0.5
29,1.0,0.8,0.4,0.4,0.4,0.8,0.6000000000000001,0.8,0.8,0.4,1.0,0.6000000000000001,1.0,0.6000000000000001,0.4,0.4,0.8,0.4,1.0,0.8,0.4,0.4,1.0,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.8,1.0,0.6000000000000001,0.4,0.6333333333333333,0.0
30,0.4,0.6000000000000001,0.6000000000000001,0.2,0.2,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.8,0.2,0.2,0.2,0.2,1.0,0.2,0.4,0.8,0.8,0.4,1.0,0.8,0.6000000000000001,0.8333333333333334,0.5
31,0.8,0.8,0.4,0.4,0.4,0.6000000000000001,0.4,0.4,0.4,0.4,1.0,1.0,0.8,0.2,0.2,0.6000000000000001,0.8,0.2,1.0,0.8,0.2,0.4,0.6000000000000001,0.2,0.6000000000000001,0.2,0.4,0.2,0.6000000000000001,0.8,0.4,0.2,0.7333333333333333,0.0
32,0.8,1.0,0.6000000000000001,0.2,0.2,1.0,0.8,0.6000000000000001,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.4,0.6000000000000001,0.8,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.8,1.0,0.6000000000000001,0.6000000000000001,1.0,0.2,1.0,0.6666666666666666,0.0
33,1.0,0.6000000000000001,1.0,0.4,0.2,1.0,0.8,0.8,0.8,0.6000000000000001,1.0,1.0,1.0,1.0,0.8,0.2,1.0,0.2,1.0,0.6000000000000001,0.6000000000000001,0.2,1.0,0.8,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,1.0,1.0,0.9,0.0
34,0.8,1.0,0.8,0.6000000000000001,0.2,1.0,0.8,0.8,0.6000000000000001,0.2,0.6000000000000001,0.4,1.0,0.6000000000000001,0.4,1.0,0.6000000000000001,1.0,1.0,0.4,0.6000000000000001,0.4,1.0,0.6000000000000001,0.2,0.2,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.2,0.6666666666666666,0.5
35,0.2,0.2,0.2,0.2,0.2,1.0,0.6000000000000001,0.2,0.2,0.2,1.0,0.6000000000000001,1.0,0.2,1.0,0.8,0.4,0.6000000000000001,0.6000000000000001,0.8,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.4,1.0,1.0,0.4,1.0,0.6333333333333333,0.0
36,0.8,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.4,1.0,1.0,1.0,0.6000000000000001,0.8,1.0,0.6000000000000001,0.8,0.6000000000000001,0.4,0.8,0.2,0.2,0.2,0.4,0.2,0.4,0.8,0.8,0.8,0.8,1.0,0.2,1.0,0.6,0.0
37,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.4,1.0,0.6000000000000001,0.4,0.4,0.8,0.6000000000000001,0.6000000000000001,0.4,0.4,1.0,1.0,0.2,1.0,0.2,0.6000000000000001,1.0,1.0,0.4,0.8,0.8,0.2,1.0,1.0,0.6000000000000001,0.7,0.5
38,0.6000000000000001,0.8,0.8,0.6000000000000001,0.4,1.0,0.4,1.0,1.0,0.2,1.0,0.6000000000000001,1.0,0.8,0.6000000000000001,0.2,0.8,0.4,0.8,1.0,0.6000000000000001,1.0,0.6000000000000001,0.8,0.8,0.4,0.8,0.6000000000000001,0.6000000000000001,1.0,0.2,1.0,0.7666666666666666,0.0
39,0.8,0.2,0.2,0.2,0.2,1.0,0.4,0.4,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.2,1.0,0.2,0.8,0.2,0.6000000000000001,1.0,0.2,0.4,0.2,1.0,1.0,0.4,0.4,0.8,1.0,0.4,0.6000000000000001,0.6000000000000001,1.0,0.7,0.0
40,0.4,0.2,0.2,0.4,0.2,1.0,0.8,0.6000000000000001,0.4,0.2,0.2,0.6000000000000001,0.6000000000000001,0.4,0.4,0.2,0.2,0.2,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.2,0.2,1.0,1.0,0.6000000000000001,0.2,0.4,0.2,0.4,0.8666666666666667,0.0
41,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.2,0.2,1.0,1.0,0.4,0.8,0.2,0.2,1.0,0.2,0.2,0.2,0.6000000000000001,0.2,1.0,1.0,0.6000000000000001,0.6666666666666666,0.5
42,0.4,1.0,0.2,1.0,0.2,1.0,1.0,1.0,1.0,0.4,0.6000000000000001,0.4,1.0,0.8,0.6000000000000001,0.6000000000000001,0.4,0.4,0.6000000000000001,0.2,0.4,0.2,0.6000000000000001,0.2,0.2,0.4,0.8,0.8,0.4,1.0,0.6000000000000001,1.0,0.6333333333333333,0.0
43,0.4,0.8,0.4,0.2,0.2,1.0,0.6000000000000001,1.0,0.2,0.2,0.6000000000000001,1.0,1.0,0.2,0.4,0.4,1.0,0.2,0.6000000000000001,0.4,0.4,1.0,0.8,0.6000000000000001,0.2,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,1.0,0.4,1.0,0.6666666666666666,0.0
44,0.8,1.0,1.0,0.6000000000000001,0.8,0.8,0.6000000000000001,0.8,0.6000000000000001,0.4,1.0,0.8,0.6000000000000001,0.2,0.8,0.2,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.8,0.4,0.4,1.0,1.0,0.8,0.8,1.0,1.0,1.0,0.8333333333333334,0.0
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.2,0.6000000000000001,0.2,0.4,0.4,0.2,0.2,0.2,0.8,0.4,1.0,1.0,0.2,0.8,1.0,0.2,0.8,0.6000000000000001,1.0,0.4,1.0,0.2,0.8,0.9,0.5
46,0.8,0.6000000000000001,0.2,0.4,0.4,0.0,0.8,0.4,0.4,0.2,1.0,0.8,1.0,0.4,0.2,1.0,1.0,0.8,1.0,0.6000000000000001,0.8,0.2,0.6000000000000001,1.0,0.2,0.8,1.0,0.0,0.6000000000000001,1.0,1.0,0.8,0.7,0.0
47,0.4,0.6000000000000001,0.2,0.4,0.2,1.0,0.6000000000000001,0.8,0.4,0.2,1.0,0.6000000000000001,1.0,0.6000000000000001,0.2,0.4,0.2,0.2,0.6000000000000001,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.8,0.4,0.8,1.0,0.4,1.0,0.6333333333333333,0.0
48,0.4,0.8,0.6000000000000001,0.4,0.4,0.8,0.4,0.8,0.6000000000000001,0.4,0.4,0.6000000000000001,1.0,0.6000000000000001,0.4,0.4,0.4,0.4,0.8,1.0,0.4,0.2,0.6000000000000001,0.8,0.4,0.4,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.4,0.4,0.6666666666666666,0.0
49,0.4,0.4,0.4,0.2,0.2,1.0,0.6000000000000001,0.6000000000000001,0.4,0.2,1.0,0.4,0.8,0.2,0.2,0.6000000000000001,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.4,1.0,0.6000000000000001,0.4,1.0,0.2,1.0,0.6666666666666666,0.0
50,0.6000000000000001,0.8,0.2,0.8,0.2,0.8,0.4,0.2,1.0,1.0,0.8,0.6000000000000001,0.8,1.0,0.2,0.2,0.6000000000000001,0.8,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.8,0.2,0.8,0.8,0.8,0.4,0.8,0.8,1.0,0.6333333333333333,0.0
51,0.4,0.8,0.8,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.6000000000000001,0.6000000000000001,0.8,1.0,0.4,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.4,0.2,1.0,1.0,0.4,0.4,0.6000000000000001,1.0,0.4,0.8,0.2,0.8,0.6333333333333333,0.0
52,1.0,0.8,0.6000000000000001,0.6000000000000001,0.4,0.8,0.4,0.4,0.6000000000000001,0.8,1.0,0.6000000000000001,0.8,0.4,0.4,0.6000000000000001,0.8,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.2,0.8,0.8,0.8,1.0,1.0,0.6000000000000001,0.7,0.0
53,0.6000000000000001,0.6000000000000001,0.8,0.2,0.2,0.6000000000000001,0.4,0.4,0.8,0.4,0.8,1.0,1.0,0.8,0.6000000000000001,1.0,1.0,1.0,0.8,1.0,0.8,0.2,1.0,1.0,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,1.0,1.0,0.6000000000000001,0.2,0.6,0.0
54,1.0,0.6000000000000001,0.8,0.2,0.8,0.6000000000000001,0.2,0.2,0.6000000000000001,0.8,1.0,0.6000000000000001,0.8,0.6000000000000001,0.4,0.4,1.0,0.4,1.0,0.8,0.8,0.4,1.0,0.8,0.2,0.2,0.4,0.6000000000000001,1.0,1.0,0.2,0.2,0.7,0.0
55,0.8,1.0,0.4,0.4,0.6000000000000001,1.0,0.8,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.8,1.0,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.4,0.8,0.8,0.4,0.2,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.8,0.4,0.8,0.8,1.0,0.7666666666666666,0.0
56,0.6000000000000001,0.8,0.8,0.8,0.6000000000000001,0.8,0.8,0.8,0.4,0.2,1.0,0.4,1.0,0.4,0.8,0.6000000000000001,1.0,0.4,0.6000000000000001,0.4,0.2,0.6000000000000001,1.0,0.2,0.4,0.4,0.4,0.6000000000000001,0.8,1.0,0.4,0.6000000000000001,0.6666666666666666,0.0
57,1.0,1.0,0.4,0.2,0.2,1.0,0.2,0.6000000000000001,0.6000000000000001,0.2,1.0,0.4,0.6000000000000001,0.6000000000000001,0.4,0.2,1.0,0.8,1.0,0.4,0.4,0.2,1.0,0.6000000000000001,0.2,1.0,1.0,0.6000000000000001,1.0,1.0,0.4,1.0,0.7,0.0
58,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.4,0.8,0.6000000000000001,0.2,1.0,0.8,0.2,1.0,0.8,1.0,0.2,0.4,0.2,0.2,0.8,0.4,0.2,0.2,1.0,0.6000000000000001,0.6000000000000001,0.4,0.8,0.8,0.2,1.0,0.6000000000000001,0.6000000000000001,0.6333333333333333,0.5
59,0.8,0.8,1.0,0.2,0.2,0.6000000000000001,0.6000000000000001,0.4,0.2,0.2,1.0,1.0,0.6000000000000001,0.2,0.6000000000000001,0.2,0.8,0.2,0.2,0.2,0.2,0.6000000000000001,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6000000000000001,0.2,0.2,0.7333333333333333,0.5
60,0.8,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.4,0.4,1.0,0.8,0.8,0.6000000000000001,0.4,0.6000000000000001,1.0,0.8,0.8,0.4,1.0,1.0,0.6000000000000001,0.8,0.4,0.2,0.4,0.8,0.8,0.8,0.6000000000000001,0.2,0.7666666666666666,0.5
61,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.8,0.8,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.2,0.8,0.2,0.2,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.4,1.0,0.7666666666666666,0.5
62,1.0,0.8,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,0.8,0.6000000000000001,0.6000000000000001,1.0,0.4,0.2,0.8,0.2,0.4,0.2,1.0,1.0,0.2,0.2,0.4,1.0,0.4,1.0,1.0,0.2,0.7666666666666666,0.5
63,0.8,0.4,0.6000000000000001,0.0,0.4,0.8,0.6000000000000001,0.8,0.2,0.2,0.4,0.6000000000000001,0.6000000000000001,0.4,0.8,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.2,0.2,1.0,1.0,0.2,0.4,0.6000000000000001,0.8,0.4,1.0,1.0,0.6000000000000001,0.7333333333333333,0.5
64,0.2,0.4,0.4,0.2,0.6000000000000001,1.0,0.4,0.2,1.0,1.0,0.4,0.2,1.0,1.0,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.6000000000000001,1.0,0.8,1.0,1.0,0.8,1.0,0.6,0.0
65,1.0,0.4,0.6000000000000001,0.4,0.2,1.0,0.6000000000000001,0.4,0.2,0.2,0.2,1.0,0.6000000000000001,0.6000000000000001,0.2,0.4,0.2,0.4,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.2,0.4,0.4,0.4,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5666666666666667,0.5
66,0.6000000000000001,0.4,0.4,1.0,1.0,0.8,0.6000000000000001,0.4,0.2,0.4,0.2,0.8,0.4,0.2,0.2,0.8,0.4,0.2,0.6000000000000001,0.2,0.2,0.2,1.0,1.0,0.2,0.6000000000000001,0.6000000000000001,0.8,0.4,0.8,0.4,0.2,0.6666666666666666,0.5
67,0.4,0.6000000000000001,0.6000000000000001,0.8,0.4,0.6000000000000001,0.2,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.2,0.4,0.4,0.6000000000000001,1.0,0.4,0.4,0.2,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,1.0,0.4,0.8,0.8,0.0
68,0.4,0.4,0.6000000000000001,1.0,0.4,1.0,0.4,0.8,0.6000000000000001,1.0,0.4,0.6000000000000001,0.8,0.2,0.8,0.6000000000000001,0.4,1.0,0.8,0.2,0.4,0.2,1.0,0.2,0.2,0.2,0.6000000000000001,0.8,0.6000000000000001,1.0,0.2,0.8,0.6,0.0
69,0.4,0.4,0.4,0.2,0.2,0.6000000000000001,0.2,0.2,1.0,1.0,0.0,0.2,0.6000000000000001,0.8,0.2,0.4,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0.0,0.0,1.0,0.2,0.8,0.6666666666666666,0.0
70,0.4,0.2,0.6000000000000001,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.2,0.4,0.2,0.6000000000000001,0.2,1.0,1.0,0.4,0.2,1.0,0.4,0.2,0.2,0.2,1.0,0.4,0.4,0.8,0.6000000000000001,0.2,1.0,1.0,0.4,0.5666666666666667,0.5
71,1.0,0.2,1.0,0.4,0.2,0.8,0.4,0.8,0.2,0.2,0.6000000000000001,0.8,0.4,0.2,1.0,1.0,0.2,0.2,0.6000000000000001,0.2,0.2,0.2,0.2,1.0,0.2,0.8,0.8,0.8,0.2,1.0,0.6000000000000001,1.0,0.6666666666666666,0.5
72,0.6000000000000001,0.4,0.2,0.2,0.2,0.8,0.6000000000000001,0.2,0.2,0.2,0.4,0.4,0.6000000000000001,0.2,0.2,0.6000000000000001,0.2,0.4,1.0,0.6000000000000001,0.6000000000000001,0.2,0.8,0.6000000000000001,0.4,0.4,0.6000000000000001,0.2,0.4,1.0,0.8,0.4,0.9333333333333333,0.0
73,0.8,0.6000000000000001,0.8,0.2,0.2,1.0,1.0,0.6000000000000001,0.4,0.4,0.4,0.8,1.0,0.2,0.4,1.0,0.4,1.0,1.0,1.0,0.6000000000000001,0.2,0.6000000000000001,1.0,0.2,0.4,1.0,1.0,0.4,1.0,0.2,1.0,0.7,0.5
74,0.8,0.6000000000000001,1.0,0.2,0.2,0.8,0.6000000000000001,0.8,0.2,0.2,0.2,0.8,1.0,0.2,0.6000000000000001,1.0,0.6000000000000001,0.4,1.0,0.2,1.0,0.6000000000000001,0.4,1.0,0.2,0.2,0.6000000000000001,0.4,0.4,0.8,0.8,0.6000000000000001,0.7333333333333333,0.5
75,1.0,1.0,0.8,0.4,0.2,1.0,0.8,1.0,0.8,0.2,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,1.0,0.4,1.0,1.0,0.2,0.6000000000000001,0.8,0.8,0.8,1.0,0.6000000000000001,0.8,0.6666666666666666,0.5
76,0.4,0.4,1.0,0.2,0.2,0.8,0.8,0.4,0.2,0.2,0.4,0.4,0.6000000000000001,0.2,0.6000000000000001,1.0,0.2,0.4,0.6000000000000001,0.6000000000000001,0.2,0.2,0.6000000000000001,1.0,0.2,0.2,0.8,1.0,0.2,1.0,0.8,0.6000000000000001,0.6,0.5
77,0.8,0.4,0.2,0.2,0.2,0.6000000000000001,0.2,0.2,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.2,0.2,0.8,0.2,1.0,1.0,0.2,0.2,0.6000000000000001,1.0,0.2,0.2,1.0,0.6000000000000001,1.0,1.0,0.6000000000000001,0.2,0.7,0.0
